description,price,website,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
yomost yogurt bebible en caja sabor fresa ,S/ 13.5 und,La Cesta,2024-12-06 13:49:36.673007,6.0,und,yomost yogurt bebible en caja sabor fresa,13.5
gloria yogurt bebible tutti fruti,S/ 6.9 und,La Cesta,2024-12-06 13:49:36.673007,1.0,kg,gloria yogurt bebible tutti fruti,6.9
gloria yogurt frutado sabor a fresa,S/ 1.7 und,La Cesta,2024-12-06 13:49:36.673007,120.0,gr,gloria yogurt frutado sabor a fresa,1.7
laive yogurt griego batido sabor a mango y maracuyá,S/ 10.5 und,La Cesta,2024-12-06 13:49:36.673007,800.0,gr,laive yogurt griego batido sabor a mango y maracuyá,10.5
danlac yogurt entero sabor natural,S/ 10.81 und,La Cesta,2024-12-06 13:49:36.673007,900.0,gr,danlac yogurt entero sabor natural,10.81
vakimu yogurt griego sabor a frutos del bosque,S/ 16.9 und,La Cesta,2024-12-06 13:49:36.673007,1.0,kg,vakimu yogurt griego sabor a frutos del bosque,16.9
gloria yogurt bebible sin lactosa sabor a fresa ,S/ 7.5 und,La Cesta,2024-12-06 13:49:36.673007,1.0,kg,gloria yogurt bebible sin lactosa sabor a fresa,7.5
alacena crema de ají y queso huancaína ,S/ 16.5 und,La Cesta,2024-12-06 13:49:36.657380,400.0,gr,alacena crema de ají y queso huancaína,16.5
zanetti queso parmesano,S/ 37.5 und,La Cesta,2024-12-06 13:49:36.657380,150.0,gr,zanetti queso parmesano,37.5
bonlé queso edam tajadas paquete,S/ 4.9 und,La Cesta,2024-12-06 13:49:36.657380,1.0,und,bonlé queso edam tajadas paquete,4.9
duman queso de cabra miel y trufa,S/ 22.95 und,La Cesta,2024-12-06 13:49:36.657380,1.0,und,duman queso de cabra miel y trufa,22.95
laive queso parmesano rallado pasteurizado,S/ 4.9 und,La Cesta,2024-12-06 13:49:36.657380,1.0,und,laive queso parmesano rallado pasteurizado,4.9
laive queso fresco tradicional,S/ 13.5 und,La Cesta,2024-12-06 13:49:36.657380,300.0,gr,laive queso fresco tradicional,13.5
duman queso mozzarella rallado,S/ 19.48 und,La Cesta,2024-12-06 13:49:36.657380,1.0,und,duman queso mozzarella rallado,19.48
bonlé queso fresco,S/ 15.9 und,La Cesta,2024-12-06 13:49:36.657380,1.0,und,bonlé queso fresco,15.9
delice queso gourmet cabanossi y chimichurri,S/ 21.5 und,La Cesta,2024-12-06 13:49:36.657380,150.0,gr,delice queso gourmet cabanossi y chimichurri,21.5
untadeli queso crema aceituna,S/ 9.5 und,La Cesta,2024-12-06 13:49:36.657380,140.0,gr,untadeli queso crema aceituna,9.5
philadelphia queso crema light,S/ 11.5 und,La Cesta,2024-12-06 13:49:36.657380,150.0,gr,philadelphia queso crema light,11.5
braedt queso mozzarella en tajadas,S/ 12.5 und,La Cesta,2024-12-06 13:49:36.657380,1.0,und,braedt queso mozzarella en tajadas,12.5
laive queso edam en tajadas,S/ 13.5 und,La Cesta,2024-12-06 13:49:36.657380,1.0,und,laive queso edam en tajadas,13.5
duman queso mozzarella fior di latte,S/ 21.38 und,La Cesta,2024-12-06 13:49:36.657380,250.0,gr,duman queso mozzarella fior di latte,21.38
zanetti queso pecorino romano 200 g,S/ 38.9 und,La Cesta,2024-12-06 13:49:36.657380,200.0,gr,zanetti queso pecorino romano,38.9
laive queso gouda,S/ 12.9 und,La Cesta,2024-12-06 13:49:36.657380,1.0,und,laive queso gouda,12.9
laive queso fresco sin lactosa,S/ 13.9 und,La Cesta,2024-12-06 13:49:36.657380,1.0,und,laive queso fresco sin lactosa,13.9
laive queso pasteurizado edam,S/ 6.9 und,La Cesta,2024-12-06 13:49:36.657380,1.0,und,laive queso pasteurizado edam,6.9
laive queso fresco artesanal,S/ 14.5 und,La Cesta,2024-12-06 13:49:36.657380,300.0,gr,laive queso fresco artesanal,14.5
duman queso fresco de vaca light,S/ 21.76 und,La Cesta,2024-12-06 13:49:36.657380,1.0,und,duman queso fresco de vaca light,21.76
piamonte queso maduro tipo parmesano,S/ 16.43 und,La Cesta,2024-12-06 13:49:36.657380,1.0,und,piamonte queso maduro tipo parmesano,16.43
piamonte lácteos queso edam laminado 200 g,S/ 11.64 und,La Cesta,2024-12-06 13:49:36.657380,1.0,und,piamonte lácteos queso edam laminado,11.64
delisoya tofu queso de soya,S/ 19.9 und,La Cesta,2024-12-06 13:49:36.657380,500.0,gr,delisoya tofu queso de soya,19.9
delice queso mozzarella bola,S/ 15.5 und,La Cesta,2024-12-06 13:49:36.657380,250.0,gr,delice queso mozzarella bola,15.5
lácteos piamonte queso fundido laminado 150 g,S/ 8.93 und,La Cesta,2024-12-06 13:49:36.657380,150.0,gr,lácteos piamonte queso fundido laminado,8.93
piamonte lácteos queso tybo molde 200 g,S/ 16.47 und,La Cesta,2024-12-06 13:49:36.657380,200.0,gr,piamonte lácteos queso tybo molde,16.47
duman queso mozzarella sin lactosa light,S/ 13.78 und,La Cesta,2024-12-06 13:49:36.657380,200.0,gr,duman queso mozzarella sin lactosa light,13.78
duman queso fresco sin lactosa light,S/ 16.63 und,La Cesta,2024-12-06 13:49:36.657380,280.0,gr,duman queso fresco sin lactosa light,16.63
piamonte queso bocconcini lácteos,S/ 26.9 und,La Cesta,2024-12-06 13:49:36.657380,300.0,gr,piamonte queso bocconcini lácteos,26.9
queso mozzarella light duman bola 200g,S/ 13.78 und,La Cesta,2024-12-06 13:49:36.657380,1.0,und,queso mozzarella light duman bola,13.78
duman biraghi queso petali,S/ 16.5 und,La Cesta,2024-12-06 13:49:36.657380,80.0,gr,duman biraghi queso petali,16.5
duman queso fresco de vaca sin gluten,S/ 19.9 und,La Cesta,2024-12-06 13:49:36.657380,350.0,gr,duman queso fresco de vaca sin gluten,19.9
biraghi queso parmesano spicchio contenido,S/ 32.5 und,La Cesta,2024-12-06 13:49:36.657380,200.0,gr,biraghi queso parmesano spicchio contenido,32.5
piamonte  lacteosqueso fresco,S/ 25.5 und,La Cesta,2024-12-06 13:49:36.657380,500.0,gr,piamonte lacteosqueso fresco,25.5
queso edam braedt 440g,S/ 21.68 und,La Cesta,2024-12-06 13:49:36.657380,1.0,und,queso edam braedt,21.68
queso mozzarella ligth duman rallado,S/ 16.28 und,La Cesta,2024-12-06 13:49:36.657380,200.0,gr,queso mozzarella ligth duman rallado,16.28
queso crema delice,S/ 9.9 und,La Cesta,2024-12-06 13:49:36.657380,150.0,gr,queso crema delice,9.9
biraghi queso parmesano snack,S/ 18.5 und,La Cesta,2024-12-06 13:49:36.657380,100.0,gr,biraghi queso parmesano snack,18.5
delice queso crema menos calorías,S/ 9.9 und,La Cesta,2024-12-06 13:49:36.657380,150.0,gr,delice queso crema menos calorías,9.9
biraghi queso grattugiato fresco,S/ 9.5 und,La Cesta,2024-12-06 13:49:36.657380,50.0,gr,biraghi queso grattugiato fresco,9.5
laive queso cheddar tradicional en tajadas,S/ 8.9 und,La Cesta,2024-12-06 13:49:36.657380,170.0,gr,laive queso cheddar tradicional en tajadas,8.9
bonlé queso mozzarella bola,S/ 13.9 und,La Cesta,2024-12-06 13:49:36.657380,1.0,und,bonlé queso mozzarella bola,13.9
philadelphia queso crema libre de gluten,S/ 14.9 und,La Cesta,2024-12-06 13:49:36.657380,1.0,und,philadelphia queso crema libre de gluten,14.9
laive queso tipo mozzarella light,S/ 13.9 und,La Cesta,2024-12-06 13:49:36.657380,1.0,und,laive queso tipo mozzarella light,13.9
zanetti queso grana padano,S/ 27.5 und,La Cesta,2024-12-06 13:49:36.657380,1.0,und,zanetti queso grana padano,27.5
bonlé queso parmesano rallado,S/ 4.9 und,La Cesta,2024-12-06 13:49:36.657380,1.0,und,bonlé queso parmesano rallado,4.9
laive sbelt queso fresco 300 g,S/ 13.9 und,La Cesta,2024-12-06 13:49:36.657380,300.0,gr,laive sbelt queso fresco,13.9
duman queso mozzarella de vaca,S/ 17.9 und,La Cesta,2024-12-06 13:49:36.657380,1.0,und,duman queso mozzarella de vaca,17.9
bonlé queso fundido en tajadas sabor natural,S/ 7.5 und,La Cesta,2024-12-06 13:49:36.657380,136.0,gr,bonlé queso fundido en tajadas sabor natural,7.5
spanish cheese crema de queso cheddar,S/ 22.5 und,La Cesta,2024-12-06 13:49:36.657380,1.0,und,spanish cheese crema de queso cheddar,22.5
philadelphia queso crema untable original,S/ 14.5 und,La Cesta,2024-12-06 13:49:36.657380,150.0,gr,philadelphia queso crema untable original,14.5
delice queso gourmet pecanas,S/ 21.9 und,La Cesta,2024-12-06 13:49:36.657380,1.0,und,delice queso gourmet pecanas,21.9
braedt queso gouda,S/ 12.5 und,La Cesta,2024-12-06 13:49:36.657380,1.0,und,braedt queso gouda,12.5
braedt queso edam maduro semiduro en tajadas,S/ 12.5 und,La Cesta,2024-12-06 13:49:36.657380,1.0,und,braedt queso edam maduro semiduro en tajadas,12.5
untadeli queso crema natural,S/ 8.9 und,La Cesta,2024-12-06 13:49:36.657380,1.0,und,untadeli queso crema natural,8.9
piamonte queso lácteos,S/ 14.85 und,La Cesta,2024-12-06 13:49:36.657380,250.0,gr,piamonte queso lácteos,14.85
piamonte queso mozzarella,S/ 18.45 und,La Cesta,2024-12-06 13:49:36.657380,1.0,und,piamonte queso mozzarella,18.45
laive queso parmesano rallado,S/ 29.5 und,La Cesta,2024-12-06 13:49:36.657380,226.0,gr,laive queso parmesano rallado,29.5
delice palitos de queso mozzarella,S/ 16.5 und,La Cesta,2024-12-06 13:49:36.657380,1.0,und,delice palitos de queso mozzarella,16.5
zanetti queso parmesano rallado,S/ 11.9 und,La Cesta,2024-12-06 13:49:36.657380,1.0,und,zanetti queso parmesano rallado,11.9
otto kunz jamón pizza y queso edam,S/ 15.9 und,La Cesta,2024-12-06 13:49:36.657380,340.0,gr,otto kunz jamón pizza y queso edam,15.9
laive mantequilla con sal en barra,S/ 8.5 und,La Cesta,2024-12-06 13:49:36.657380,100.0,gr,laive mantequilla con sal en barra,8.5
danlac mantequilla con sal,S/ 17.9 und,La Cesta,2024-12-06 13:49:36.657380,180.0,gr,danlac mantequilla con sal,17.9
swis margarina en barra,S/ 5.5 und,La Cesta,2024-12-06 13:49:36.657380,200.0,gr,swis margarina en barra,5.5
gloria mantequilla con sal,S/ 12.5 und,La Cesta,2024-12-06 13:49:36.657380,180.0,gr,gloria mantequilla con sal,12.5
gloria mantequilla con sal en barra hecho con crema pura de leche de vaca,S/ 11.5 und,La Cesta,2024-12-06 13:49:36.657380,180.0,gr,gloria mantequilla con sal en barra hecho con crema pura de leche de vaca,11.5
piamonte mantequilla con sal,S/ 12.95 und,La Cesta,2024-12-06 13:49:36.657380,250.0,gr,piamonte mantequilla con sal,12.95
mantequilla sin sal laive,S/ 14.5 und,La Cesta,2024-12-06 13:49:36.657380,180.0,gr,mantequilla sin sal laive,14.5
laive mantequilla con sal en barra,S/ 14.5 und,La Cesta,2024-12-06 13:49:36.657380,180.0,gr,laive mantequilla con sal en barra,14.5
sello de oro margarina de grasa vegetal en pote,S/ 8.9 und,La Cesta,2024-12-06 13:49:36.657380,400.0,gr,sello de oro margarina de grasa vegetal en pote,8.9
gloria mantequilla con sal,S/ 22.9 und,La Cesta,2024-12-06 13:49:36.657380,390.0,gr,gloria mantequilla con sal,22.9
plusa mantequilla natural,S/ 16.5 und,La Cesta,2024-12-06 13:49:36.657380,200.0,gr,plusa mantequilla natural,16.5
laive mantequilla con sal,S/ 14.9 und,La Cesta,2024-12-06 13:49:36.657380,180.0,gr,laive mantequilla con sal,14.9
manty margarina clásica,S/ 5.9 und,La Cesta,2024-12-06 13:49:36.657380,300.0,gr,manty margarina clásica,5.9
ideal mezcla láctea cremosita,S/ 4.9 und,La Cesta,2024-12-06 13:49:36.657380,395.0,gr,ideal mezcla láctea cremosita,4.9
vigor crema de leche uht,S/ 22.47 und,La Cesta,2024-12-06 13:49:36.657380,946.0,ml,vigor crema de leche uht,22.47
gloria bebida con avena acti avena,S/ 7.5 und,La Cesta,2024-12-06 13:49:36.657380,1.0,l,gloria bebida con avena acti avena,7.5
piamonte leche entera sabor a chocolate,S/ 4.9 und,La Cesta,2024-12-06 13:49:36.657380,340.0,ml,piamonte leche entera sabor a chocolate,4.9
natures heart bebida de almendra sin azúcar,S/ 12.9 und,La Cesta,2024-12-06 13:49:36.673007,946.0,ml,natures heart bebida de almendra sin azúcar,12.9
natures heart bebida de almendras sabor a vainilla sin azúcar,S/ 12.9 und,La Cesta,2024-12-06 13:49:36.673007,946.0,ml,natures heart bebida de almendras sabor a vainilla sin azúcar,12.9
nature's heart bebida almendra y coco,S/ 10.9 und,La Cesta,2024-12-06 13:49:36.673007,946.0,ml,natures heart bebida almendra y coco,10.9
la mejorada leche de almendras artesanal,S/ 19.9 und,La Cesta,2024-12-06 13:49:36.673007,1.0,l,la mejorada leche de almendras artesanal,19.9
la mejorada leche de coco artesanal,S/ 17.5 und,La Cesta,2024-12-06 13:49:36.673007,1.0,l,la mejorada leche de coco artesanal,17.5
natures heart bebida de almendras,S/ 12.9 und,La Cesta,2024-12-06 13:49:36.673007,946.0,ml,natures heart bebida de almendras,12.9
lorenza chicha de jora,S/ 11.5 und,La Cesta,2024-12-06 13:49:36.673007,500.0,ml,lorenza chicha de jora,11.5
nature's heart bebida coco vainilla,S/ 12.5 und,La Cesta,2024-12-06 13:49:36.673007,946.0,ml,natures heart bebida coco vainilla,12.5
antagonic gin rubí,S/ 29.67 und,La Cesta,2024-12-06 13:49:36.673007,750.0,ml,antagonic gin rubí,29.67
orasi arroz 1lt,S/ 12.67 und,La Cesta,2024-12-06 13:49:36.673007,1.0,l,orasi arroz,12.67
orasí bebida de avellana,S/ 14.37 und,La Cesta,2024-12-06 13:49:36.673007,1.0,l,orasí bebida de avellana,14.37
orasi bebida de soya sin azúcar,S/ 12.67 und,La Cesta,2024-12-06 13:49:36.673007,1.0,l,orasi bebida de soya sin azúcar,12.67
orasí bebida de avena sin azúcar,S/ 13.18 und,La Cesta,2024-12-06 13:49:36.673007,1.0,l,orasí bebida de avena sin azúcar,13.18
orasí bebida de almendra barsita,S/ 12.67 und,La Cesta,2024-12-06 13:49:36.673007,1.0,l,orasí bebida de almendra barsita,12.67
orasi bebida de almendra sin azúcar,S/ 13.52 und,La Cesta,2024-12-06 13:49:36.673007,1.0,l,orasi bebida de almendra sin azúcar,13.52
orasí crema vegetal bravo crem chantilly,S/ 5.53 und,La Cesta,2024-12-06 13:49:36.673007,200.0,ml,orasí crema vegetal bravo crem chantilly,5.53
natures heart bebida vegetal de coco,S/ 12.5 und,La Cesta,2024-12-06 13:49:36.673007,946.0,ml,natures heart bebida vegetal de coco,12.5
laive bebida de almendra,S/ 11.9 und,La Cesta,2024-12-06 13:49:36.673007,946.0,ml,laive bebida de almendra,11.9
laive bebida de coco,S/ 11.9 und,La Cesta,2024-12-06 13:49:36.673007,946.0,ml,laive bebida de coco,11.9
natures heart bebida vegetal origen ,S/ 12.9 und,La Cesta,2024-12-06 13:49:36.673007,946.0,ml,natures heart bebida vegetal origen,12.9
laive bebida de soya,S/ 7.9 und,La Cesta,2024-12-06 13:49:36.673007,946.0,ml,laive bebida de soya,7.9
danlac leche deslactosada light,S/ 8.5 und,La Cesta,2024-12-06 13:49:36.673007,900.0,ml,danlac leche deslactosada light,8.5
laive bebida de coco sin endulzar,S/ 11.9 und,La Cesta,2024-12-06 13:49:36.673007,946.0,ml,laive bebida de coco sin endulzar,11.9
gloria leche sabor chocolate,S/ 7.4 und,La Cesta,2024-12-06 13:49:36.673007,1.0,l,gloria leche sabor chocolate,7.4
gloria leche sabor a chocolate uht,S/ 5.9 und,La Cesta,2024-12-06 13:49:36.673007,900.0,ml,gloria leche sabor a chocolate uht,5.9
laive bebida muuu shake sabor capuccino,S/ 3.4 und,La Cesta,2024-12-06 13:49:36.673007,230.0,ml,laive bebida muuu shake sabor capuccino,3.4
gloria leche saborizada shake sabor capuccino,S/ 4.5 und,La Cesta,2024-12-06 13:49:36.673007,320.0,ml,gloria leche saborizada shake sabor capuccino,4.5
gloria leche mocaccino,S/ 4.5 und,La Cesta,2024-12-06 13:49:36.673007,320.0,ml,gloria leche mocaccino,4.5
bonlé bebida a base de suero lácteo sabor chocolate,S/ 3.2 und,La Cesta,2024-12-06 13:49:36.673007,800.0,ml,bonlé bebida a base de suero lácteo sabor chocolate,3.2
la preferida leche sabor a chocolate,S/ 3.59 und,La Cesta,2024-12-06 13:49:36.673007,800.0,ml,la preferida leche sabor a chocolate,3.59
laive leche chocolatada lista para consumir,S/ 5.9 und,La Cesta,2024-12-06 13:49:36.673007,900.0,ml,laive leche chocolatada lista para consumir,5.9
danlac leche sabor chocolate en vidrio,S/ 3.59 und,La Cesta,2024-12-06 13:49:36.673007,250.0,ml,danlac leche sabor chocolate en vidrio,3.59
nestle leche condensada,S/ 6.9 und,La Cesta,2024-12-06 13:49:36.673007,393.0,gr,nestle leche condensada,6.9
nestlé leche condensada sin lactosa tarro,S/ 8.9 und,La Cesta,2024-12-06 13:49:36.673007,387.0,gr,nestlé leche condensada sin lactosa tarro,8.9
nestlé leche condensada topping tarro,S/ 5.5 und,La Cesta,2024-12-06 13:49:36.673007,397.0,gr,nestlé leche condensada topping tarro,5.5
gloria leche condensada parcialmente descremada,S/ 7.9 und,La Cesta,2024-12-06 13:49:36.673007,393.0,gr,gloria leche condensada parcialmente descremada,7.9
laive crema de leche pasteurizada,S/ 27.9 und,La Cesta,2024-12-06 13:49:36.673007,946.0,ml,laive crema de leche pasteurizada,27.9
ideal nestlé leche evaporada light,S/ 5.5 und,La Cesta,2024-12-06 13:49:36.673007,390.0,gr,ideal nestlé leche evaporada light,5.5
artisan crema de coco,S/ 11.9 und,La Cesta,2024-12-06 13:49:36.673007,280.0,gr,artisan crema de coco,11.9
gloria crema de leche uht,S/ 7.5 und,La Cesta,2024-12-06 13:49:36.673007,200.0,ml,gloria crema de leche uht,7.5
nestlé crema de leche esterilizada,S/ 11.9 und,La Cesta,2024-12-06 13:49:36.673007,300.0,gr,nestlé crema de leche esterilizada,11.9
anchor leche en polvo para bebida instantánea,S/ 5.9 und,La Cesta,2024-12-06 13:49:36.673007,96.0,gr,anchor leche en polvo para bebida instantánea,5.9
anchor mezcla láctea compuesta en polvo,S/ 42.5 und,La Cesta,2024-12-06 13:49:36.673007,800.0,gr,anchor mezcla láctea compuesta en polvo,42.5
redondos nuggets de pechuga de pollo precocidos,S/ 11.61 und,La Cesta,2024-12-06 13:49:36.673007,350.0,gr,redondos nuggets de pechuga de pollo precocidos,11.61
redondos nugget de pechuga de pollo precocidos,S/ 7.5 und,La Cesta,2024-12-06 13:49:36.673007,180.0,gr,redondos nugget de pechuga de pollo precocidos,7.5
oregon foods chorizo angus congelado,S/ 49.9 und,La Cesta,2024-12-06 13:49:36.673007,5.0,und,oregon foods chorizo angus congelado,49.9
oregon foods mini burgers de res congelado,S/ 22.5 und,La Cesta,2024-12-06 13:49:36.673007,12.0,und,oregon foods mini burgers de res congelado,22.5
oregon foods hamburguesa de res,S/ 35.9 und,La Cesta,2024-12-06 13:49:36.673007,12.0,und,oregon foods hamburguesa de res,35.9
oregon foods hamburguesa de pollo,S/ 25.9 und,La Cesta,2024-12-06 13:49:36.673007,8.0,und,oregon foods hamburguesa de pollo,25.9
oregon foods chorizo parrillero congelado,S/ 24.5 und,La Cesta,2024-12-06 13:49:36.673007,5.0,und,oregon foods chorizo parrillero congelado,24.5
oregon foods chorizo parrillero argentino congelado,S/ 27.5 und,La Cesta,2024-12-06 13:49:36.673007,5.0,und,oregon foods chorizo parrillero argentino congelado,27.5
oregon foods hamburguesa de res,S/ 24.9 und,La Cesta,2024-12-06 13:49:36.673007,8.0,und,oregon foods hamburguesa de res,24.9
redondos nuggets de pechuga de pollo,S/ 16.65 und,La Cesta,2024-12-06 13:49:36.673007,550.0,gr,redondos nuggets de pechuga de pollo,16.65
oregon foods hamburguesas de res congelado,S/ 12.9 und,La Cesta,2024-12-06 13:49:36.673007,4.0,und,oregon foods hamburguesas de res congelado,12.9
oregon foods albondiga de res congelado,S/ 26.5 und,La Cesta,2024-12-06 13:49:36.673007,15.0,und,oregon foods albondiga de res congelado,26.5
redondos deditos de pechuga de pollo precocidos,S/ 12.15 und,La Cesta,2024-12-06 13:49:36.673007,1.0,und,redondos deditos de pechuga de pollo precocidos,12.15
redondos pollito sabor a leña,S/ 20.9 und,La Cesta,2024-12-06 13:49:36.673007,1.0,kg,redondos pollito sabor a leña,20.9
redondos tiras de pechuga de pollo empanizado,S/ 12.51 und,La Cesta,2024-12-06 13:49:36.673007,1.0,und,redondos tiras de pechuga de pollo empanizado,12.51
redondos filete de pechuga de pollo marinado criollo,S/ 20.5 und,La Cesta,2024-12-06 13:49:36.673007,1.0,und,redondos filete de pechuga de pollo marinado criollo,20.5
redondos alitas de pollo sabor a la brasa,S/ 14.31 und,La Cesta,2024-12-06 13:49:36.673007,400.0,gr,redondos alitas de pollo sabor a la brasa,14.31
san fernando nuggets de pavita con cereales,S/ 7.9 und,La Cesta,2024-12-06 13:49:36.673007,180.0,gr,san fernando nuggets de pavita con cereales,7.9
san fernando carne para hamburguesa la súper,S/ 14.9 und,La Cesta,2024-12-06 13:49:36.673007,1.0,und,san fernando carne para hamburguesa la súper,14.9
san fernando nuggets de pechuga de pollo,S/ 15.11 und,La Cesta,2024-12-06 13:49:36.673007,24.0,und,san fernando nuggets de pechuga de pollo,15.11
san fernando sazón pollo pollada asu olla,S/ 16.65 und,La Cesta,2024-12-06 13:49:36.673007,800.0,gr,san fernando sazón pollo pollada asu olla,16.65
avinka pollo entero fresco sin menudencia 1.8 - 1.9 kg,S/ 23.5 und,La Cesta,2024-12-06 13:49:36.673007,1.8,kg,avinka pollo entero fresco sin menudencia 18,23.5
san fernando alitas de pollo sabor a buffalo,S/ 26.9 und,La Cesta,2024-12-06 13:49:36.673007,1.0,und,san fernando alitas de pollo sabor a buffalo,26.9
avinka piernitas al cilindro,S/ 18.5 und,La Cesta,2024-12-06 13:49:36.673007,1.0,und,avinka piernitas al cilindro,18.5
avinka chicharrón de pollo,S/ 16.5 und,La Cesta,2024-12-06 13:49:36.673007,350.0,gr,avinka chicharrón de pollo,16.5
avinka apanado de pollo,S/ 13.9 und,La Cesta,2024-12-06 13:49:36.673007,400.0,gr,avinka apanado de pollo,13.9
avinka apanado de pollo,S/ 77.5 und,La Cesta,2024-12-06 13:49:36.673007,2.0,kg,avinka apanado de pollo,77.5
avinka muslo de pollo a la bbq 700 g,S/ 18.5 und,La Cesta,2024-12-06 13:49:36.673007,700.0,gr,avinka muslo de pollo a la bbq,18.5
redondos dedito de pollo,S/ 31.95 und,La Cesta,2024-12-06 13:49:36.673007,1.0,kg,redondos dedito de pollo,31.95
