description,price,website,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
zannia fresa,S/ 14.5 und,La Cesta,2024-12-06 13:49:36.657380,500.0,gr,zannia fresa,14.5
manzana roja - un,S/ 3.5 und,La Cesta,2024-12-06 13:49:36.657380,1.0,und,manzana roja,3.5
zannia aguaymanto congelado con aloe vera,S/ 10.5 und,La Cesta,2024-12-06 13:49:36.657380,380.0,gr,zannia aguaymanto congelado con aloe vera,10.5
manzana royal gala - un,S/ 3.5 und,La Cesta,2024-12-06 13:49:36.657380,1.0,und,manzana royal gala,3.5
mango kent - un,S/ 10.5 und,La Cesta,2024-12-06 13:49:36.657380,1.0,und,mango kent,10.5
naranja para jugo - 1 kg,S/ 4.9 und,La Cesta,2024-12-06 13:49:36.657380,1.0,kg,naranja para jugo,4.9
culantro - atd,S/ 2.9 und,La Cesta,2024-12-06 13:49:36.657380,1.0,und,culantro,2.9
natifrut pulpa congelada de granadilla,S/ 6.9 und,La Cesta,2024-12-06 13:49:36.657380,250.0,gr,natifrut pulpa congelada de granadilla,6.9
natifrut pulpa congelada de camu camu,S/ 15.5 und,La Cesta,2024-12-06 13:49:36.657380,250.0,gr,natifrut pulpa congelada de camu camu,15.5
golden pulpa de piña congelada,S/ 5.5 und,La Cesta,2024-12-06 13:49:36.657380,250.0,gr,golden pulpa de piña congelada,5.5
golden pulpa congelada,S/ 12.5 und,La Cesta,2024-12-06 13:49:36.657380,250.0,gr,golden pulpa congelada,12.5
la calera huevo clásico jumbo,S/ 12.9 und,La Cesta,2024-12-06 13:49:36.657380,15.0,und,la calera huevo clásico jumbo,12.9
la calera huevo de corral,S/ 14.5 und,La Cesta,2024-12-06 13:49:36.657380,12.0,und,la calera huevo de corral,14.5
la calera huevos pardos,S/ 22.9 und,La Cesta,2024-12-06 13:49:36.657380,30.0,und,la calera huevos pardos,22.9
la calera huevos de codorniz,S/ 8.9 und,La Cesta,2024-12-06 13:49:36.657380,18.0,und,la calera huevos de codorniz,8.9
huevo para el ande la calera 15und,S/ 11.9 und,La Cesta,2024-12-06 13:49:36.657380,15.0,und,huevo para el ande la calera,11.9
san fernando huevos pardos,S/ 10.47 und,La Cesta,2024-12-06 13:49:36.657380,15.0,und,san fernando huevos pardos,10.47
la calera huevos clásicos pardos,S/ 6.9 und,La Cesta,2024-12-06 13:49:36.657380,8.0,und,la calera huevos clásicos pardos,6.9
la calera huevos clásicos blancos,S/ 11.5 und,La Cesta,2024-12-06 13:49:36.657380,15.0,und,la calera huevos clásicos blancos,11.5
gallinas libres huevos libres de pastoreo,S/ 15.9 und,La Cesta,2024-12-06 13:49:36.657380,12.0,und,gallinas libres huevos libres de pastoreo,15.9
la calera huevos clásicos pardos,S/ 9.81 und,La Cesta,2024-12-06 13:49:36.657380,15.0,und,la calera huevos clásicos pardos,9.81
artisan huevos pardos de gallinas ,S/ 15.5 und,La Cesta,2024-12-06 13:49:36.657380,15.0,und,artisan huevos pardos de gallinas,15.5
gloria leche entera con vitaminas,S/ 6.7 und,La Cesta,2024-12-06 13:49:36.657380,1.0,l,gloria leche entera con vitaminas,6.7
laive mezcla láctea sin lactosa ,S/ 9.5 und,La Cesta,2024-12-06 13:49:36.657380,480.0,gr,laive mezcla láctea sin lactosa,9.5
slim leche triple zero uht 1 l,S/ 6.9 und,La Cesta,2024-12-06 13:49:36.657380,1.0,l,slim leche triple zero uht,6.9
laive leche de vaca sin lactosa,S/ 5.9 und,La Cesta,2024-12-06 13:49:36.657380,946.0,ml,laive leche de vaca sin lactosa,5.9
leche uht laive sin lactosa light,S/ 5.9 und,La Cesta,2024-12-06 13:49:36.657380,946.0,ml,leche uht laive sin lactosa light,5.9
leche gloria zero lacto,S/ 4.9 und,La Cesta,2024-12-06 13:49:36.657380,390.0,gr,leche gloria zero lacto,4.9
laive leche light uht,S/ 5.9 und,La Cesta,2024-12-06 13:49:36.657380,946.0,ml,laive leche light uht,5.9
gloria leche zerolacto uht sin lactosa,S/ 6.9 und,La Cesta,2024-12-06 13:49:36.657380,1.0,l,gloria leche zerolacto uht sin lactosa,6.9
bonlé bebida defensis boncentrada,S/ 2.5 und,La Cesta,2024-12-06 13:49:36.657380,390.0,gr,bonlé bebida defensis boncentrada,2.5
gloria leche niños,S/ 4.9 und,La Cesta,2024-12-06 13:49:36.657380,390.0,gr,gloria leche niños,4.9
gloria leche entera,S/ 4.5 und,La Cesta,2024-12-06 13:49:36.657380,390.0,gr,gloria leche entera,4.5
bonlé mezcla láctea cremosa,S/ 3.5 und,La Cesta,2024-12-06 13:49:36.657380,390.0,gr,bonlé mezcla láctea cremosa,3.5
gloria leche light,S/ 4.9 und,La Cesta,2024-12-06 13:49:36.657380,390.0,gr,gloria leche light,4.9
leche concentrada laive 6.4 grasa,S/ 4.9 und,La Cesta,2024-12-06 13:49:36.657380,400.0,gr,leche concentrada laive 64% grasa,4.9
laive leche concentrada sin lactosa,S/ 5.5 und,La Cesta,2024-12-06 13:49:36.657380,400.0,gr,laive leche concentrada sin lactosa,5.5
vigor leche descremada,S/ 4.66 und,La Cesta,2024-12-06 13:49:36.657380,800.0,ml,vigor leche descremada,4.66
piamonte leche entera pasteurizada,S/ 6.9 und,La Cesta,2024-12-06 13:49:36.657380,946.0,ml,piamonte leche entera pasteurizada,6.9
piamonte leche entera,S/ 11.5 und,La Cesta,2024-12-06 13:49:36.657380,946.0,ml,piamonte leche entera,11.5
laive leche semidescremada sin lactosa,S/ 5.5 und,La Cesta,2024-12-06 13:49:36.657380,900.0,ml,laive leche semidescremada sin lactosa,5.5
laive leche entera uht,S/ 5.9 und,La Cesta,2024-12-06 13:49:36.657380,946.0,ml,laive leche entera uht,5.9
laive leche entera light uht,S/ 22.5 und,La Cesta,2024-12-06 13:49:36.657380,4.0,und,laive leche entera light uht,22.5
laive sbelt leche uht descremada,S/ 5.9 und,La Cesta,2024-12-06 13:49:36.657380,946.0,ml,laive sbelt leche uht descremada,5.9
yogurt parcialmente descremado durazno gloria botella,S/ 6.9 und,La Cesta,2024-12-06 13:49:36.673007,1.0,kg,yogurt parcialmente descremado durazno gloria,6.9
gloria yogurt battimix vain con chocolate,S/ 3.9 und,La Cesta,2024-12-06 13:49:36.673007,145.0,gr,gloria yogurt battimix vain con chocolate,3.9
gloria yogurt bebible fresa,S/ 6.9 und,La Cesta,2024-12-06 13:49:36.673007,1.0,kg,gloria yogurt bebible fresa,6.9
gloria yogurt bebible vainil.fran,S/ 6.9 und,La Cesta,2024-12-06 13:49:36.673007,1.0,kg,gloria yogurt bebible vainilla francesa,6.9
laive yogurt sabor fresa biodefensa alimento lácteo ,S/ 6.5 und,La Cesta,2024-12-06 13:49:36.673007,100.0,ml,laive yogurt sabor fresa biodefensa alimento lácteo,6.5
vakimu yogurt griego sabor original sin azúcar,S/ 16.9 und,La Cesta,2024-12-06 13:49:36.673007,1.0,kg,vakimu yogurt griego sabor original sin azúcar,16.9
laive yogurt biodefensa sabor vainilla francesa,S/ 6.5 und,La Cesta,2024-12-06 13:49:36.673007,100.0,ml,laive yogurt biodefensa sabor vainilla francesa,6.5
gloria yogurt bebible lucuma,S/ 6.9 und,La Cesta,2024-12-06 13:49:36.673007,1.0,kg,gloria yogurt bebible lucuma,6.9
danlac yogurt con frutos del bosque,S/ 5.5 und,La Cesta,2024-12-06 13:49:36.673007,160.0,gr,danlac yogurt con frutos del bosque,5.5
danlac yogurt frutado con aguaymanto,S/ 10.81 und,La Cesta,2024-12-06 13:49:36.673007,900.0,gr,danlac yogurt frutado con aguaymanto,10.81
danlac yogurt frutado de fresa,S/ 5.5 und,La Cesta,2024-12-06 13:49:36.673007,160.0,gr,danlac yogurt frutado de fresa,5.5
la abuela yogurt griego natural,S/ 27.5 und,La Cesta,2024-12-06 13:49:36.673007,1.0,l,la abuela yogurt griego natural,27.5
la abuela yogurt griego natural bajo en grasa,S/ 27.5 und,La Cesta,2024-12-06 13:49:36.673007,1.0,l,la abuela yogurt griego natural bajo en grasa,27.5
gloria yogurt batido sabor a fresa,S/ 1.6 und,La Cesta,2024-12-06 13:49:36.673007,120.0,gr,gloria yogurt batido sabor a fresa,1.6
gloria yogurt battimix fresa,S/ 3.7 und,La Cesta,2024-12-06 13:49:36.673007,146.0,gr,gloria yogurt battimix fresa,3.7
gloria yogurt slim descremado edulcorado vainilla 1 kg,S/ 6.9 und,La Cesta,2024-12-06 13:49:36.673007,1.0,kg,gloria yogurt slim descremado edulcorado vainilla,6.9
gloria yogurt bebible vainilla,S/ 2.0 und,La Cesta,2024-12-06 13:49:36.673007,180.0,gr,gloria yogurt bebible vainilla,2.0
gloria yogurt bebible guanabana,S/ 6.9 und,La Cesta,2024-12-06 13:49:36.673007,1.0,kg,gloria yogurt bebible guanabana,6.9
laive yogurt miix vainilla con hojuelas azucaradas,S/ 2.38 und,La Cesta,2024-12-06 13:49:36.673007,125.0,ml,laive yogurt miix vainilla con hojuelas azucaradas,2.38
laive yogurt mix sabor a vainilla con bolitas de colores,S/ 3.4 und,La Cesta,2024-12-06 13:49:36.673007,125.0,gr,laive yogurt mix sabor a vainilla con bolitas de colores,3.4
laive yogurt probiótico sabor a durazno,S/ 2.59 und,La Cesta,2024-12-06 13:49:36.673007,340.0,gr,laive yogurt probiótico sabor a durazno,2.59
yopi yogurt con hojuelas azucaradas,S/ 3.2 und,La Cesta,2024-12-06 13:49:36.673007,100.0,gr,yopi yogurt con hojuelas azucaradas,3.2
laive leche sabor a vainilla con cereal cubierto de chocolate yopi mix ,S/ 3.2 und,La Cesta,2024-12-06 13:49:36.673007,100.0,gr,laive leche sabor a vainilla con cereal cubierto de chocolate yopi mix,3.2
gloria yogurt bebible vainilla,S/ 10.9 und,La Cesta,2024-12-06 13:49:36.673007,1.7,kg,gloria yogurt bebible vainilla,10.9
skyr yogurt plusa natural estilo islandés,S/ 18.9 und,La Cesta,2024-12-06 13:49:36.673007,500.0,gr,skyr yogurt plusa natural estilo islandés,18.9
gloria shake bebida cookies & cream,S/ 4.5 und,La Cesta,2024-12-06 13:49:36.673007,320.0,ml,gloria shake bebida cookies cream,4.5
danlac yogurt griego de mango,S/ 11.9 und,La Cesta,2024-12-06 13:49:36.673007,420.0,gr,danlac yogurt griego de mango,11.9
laive yogurt protein sabor vainilla,S/ 6.5 und,La Cesta,2024-12-06 13:49:36.673007,340.0,gr,laive yogurt protein sabor vainilla,6.5
yogurt laive protein sabor vainilla botella,S/ 11.9 und,La Cesta,2024-12-06 13:49:36.673007,800.0,gr,yogurt laive protein sabor vainilla,11.9
yofresh leche fermentada lúcuma,S/ 6.9 und,La Cesta,2024-12-06 13:49:36.673007,970.0,gr,yofresh leche fermentada lúcuma,6.9
gloria yogurt descremado edulcorado slim fresa galonera 1.7 kg,S/ 11.9 und,La Cesta,2024-12-06 13:49:36.673007,1.7,kg,gloria yogurt descremado edulcorado slim fresa galonera,11.9
slim yogurt descremado edulcorado  1.7 kg,S/ 11.9 und,La Cesta,2024-12-06 13:49:36.673007,1.7,kg,slim yogurt descremado edulcorado,11.9
gloria leche fermentada yofresh sabor a durazno,S/ 7.5 und,La Cesta,2024-12-06 13:49:36.673007,970.0,gr,gloria leche fermentada yofresh sabor a durazno,7.5
laive yogurt bebible sbelt sabor fresa probióticos 946 g,S/ 6.9 und,La Cesta,2024-12-06 13:49:36.673007,960.0,gr,laive yogurt bebible sbelt sabor fresa probióticos,6.9
yoleit yogurt batido mix sabor vainilla,S/ 3.71 und,La Cesta,2024-12-06 13:49:36.673007,125.0,gr,yoleit yogurt batido mix sabor vainilla,3.71
laive bebida de almendra sin endulzar,S/ 11.9 und,La Cesta,2024-12-06 13:49:36.673007,946.0,ml,laive bebida de almendra sin endulzar,11.9
gloria yogurt descremado slim edulcorado vainilla 1.7 kg,S/ 11.9 und,La Cesta,2024-12-06 13:49:36.673007,1.7,kg,gloria yogurt descremado slim edulcorado vainilla,11.9
gloria leche fermentada yofresh sabor a durazno,S/ 3.4 und,La Cesta,2024-12-06 13:49:36.673007,320.0,gr,gloria leche fermentada yofresh sabor a durazno,3.4
laive yogurt bebible bio sabor fresa galonera,S/ 11.5 und,La Cesta,2024-12-06 13:49:36.673007,1.7,kg,laive yogurt bebible bio sabor fresa galonera,11.5
gloria yogurt descremado edulcorado slim frutos rojos 1 kg,S/ 7.5 und,La Cesta,2024-12-06 13:49:36.673007,1.0,kg,gloria yogurt descremado edulcorado slim frutos rojos,7.5
laive yogurt bebible sabor mora,S/ 6.9 und,La Cesta,2024-12-06 13:49:36.673007,946.0,gr,laive yogurt bebible sabor mora,6.9
laive yogurt sbelt sabor vainilla galonera,S/ 11.9 und,La Cesta,2024-12-06 13:49:36.673007,1.7,kg,laive yogurt sbelt sabor vainilla galonera,11.9
laive sbelt yogurt bebible sabor durazno,S/ 6.9 und,La Cesta,2024-12-06 13:49:36.673007,946.0,gr,laive sbelt yogurt bebible sabor durazno,6.9
yoleit yogurt batido mix sabor fresa,S/ 3.6 und,La Cesta,2024-12-06 13:49:36.673007,125.0,gr,yoleit yogurt batido mix sabor fresa,3.6
laive sbelt yogurt bebible sabor vainilla francesa,S/ 6.9 und,La Cesta,2024-12-06 13:49:36.673007,946.0,gr,laive sbelt yogurt bebible sabor vainilla francesa,6.9
laive yogurt sbelt sabor fresa galonera,S/ 11.9 und,La Cesta,2024-12-06 13:49:36.673007,1.7,kg,laive yogurt sbelt sabor fresa galonera,11.9
laive yogurt con probióticos sabor a vainilla francesa,S/ 6.9 und,La Cesta,2024-12-06 13:49:36.673007,946.0,gr,laive yogurt con probióticos sabor a vainilla francesa,6.9
alimento lácteo vainilla yofresh botella,S/ 3.4 und,La Cesta,2024-12-06 13:49:36.673007,330.0,gr,alimento lácteo vainilla yofresh,3.4
piamonte yogurt lácteos lúcuma,S/ 7.13 und,La Cesta,2024-12-06 13:49:36.673007,946.0,ml,piamonte yogurt lácteos lúcuma,7.13
slim yogurt triple zero sabor a maracuyá 1.7 kg,S/ 11.9 und,La Cesta,2024-12-06 13:49:36.673007,1.7,kg,slim yogurt triple zero sabor a maracuyá,11.9
laive yogurt bebible bio sabor durazno galonera,S/ 11.5 und,La Cesta,2024-12-06 13:49:36.673007,1.7,kg,laive yogurt bebible bio sabor durazno galonera,11.5
yogurt bebible laive sabor durazno,S/ 6.9 und,La Cesta,2024-12-06 13:49:36.673007,946.0,gr,yogurt bebible laive sabor durazno,6.9
vakimu yogurt griego sabor a fresa ,S/ 9.9 und,La Cesta,2024-12-06 13:49:36.673007,500.0,gr,vakimu yogurt griego sabor a fresa,9.9
vakimu yogurt griego guanábana,S/ 5.5 und,La Cesta,2024-12-06 13:49:36.673007,160.0,gr,vakimu yogurt griego guanábana,5.5
vakimu yogurt griego mango con fresa,S/ 5.5 und,La Cesta,2024-12-06 13:49:36.673007,160.0,gr,vakimu yogurt griego mango con fresa,5.5
piamonte yogurt bebible sabor a café,S/ 4.5 und,La Cesta,2024-12-06 13:49:36.673007,340.0,ml,piamonte yogurt bebible sabor a café,4.5
laive yogurt bebible bio sabor vainilla galonera,S/ 11.5 und,La Cesta,2024-12-06 13:49:36.673007,1.7,kg,laive yogurt bebible bio sabor vainilla galonera,11.5
laive yogurt bebible sabor natural,S/ 7.9 und,La Cesta,2024-12-06 13:49:36.673007,946.0,gr,laive yogurt bebible sabor natural,7.9
vakimu yogurt griegoguanabana 500g,S/ 9.9 und,La Cesta,2024-12-06 13:49:36.673007,500.0,gr,vakimu yogurt griegoguanabana,9.9
danlac yogurt frutado maracumango vidrio,S/ 4.9 und,La Cesta,2024-12-06 13:49:36.673007,160.0,gr,danlac yogurt frutado maracumango vidrio,4.9
vakimu yogurt griego frutos del bosque,S/ 5.5 und,La Cesta,2024-12-06 13:49:36.673007,160.0,gr,vakimu yogurt griego frutos del bosque,5.5
yog. griego pie de limon laive vaso,S/ 2.0 und,La Cesta,2024-12-06 13:49:36.673007,115.0,gr,yog griego pie de limon laive vaso,2.0
yoleit yogurt batido mix sabor maracumango,S/ 3.61 und,La Cesta,2024-12-06 13:49:36.673007,125.0,gr,yoleit yogurt batido mix sabor maracumango,3.61
yoleit yogurt frutos del bosque deslactosado,S/ 7.43 und,La Cesta,2024-12-06 13:49:36.673007,1.0,kg,yoleit yogurt frutos del bosque deslactosado,7.43
yogurt bebible oquendo sabor vainilla francesa botella,S/ 5.53 und,La Cesta,2024-12-06 13:49:36.673007,946.0,ml,yogurt bebible oquendo sabor vainilla francesa,5.53
yog. griego frutos rojos laive vaso,S/ 2.0 und,La Cesta,2024-12-06 13:49:36.673007,115.0,gr,yog griego frutos rojos laive vaso,2.0
yoleit yogurt piña coco deslactosado,S/ 7.9 und,La Cesta,2024-12-06 13:49:36.673007,1.0,kg,yoleit yogurt piña coco deslactosado,7.9
yogurt bebible oquendo sabor natural,S/ 5.53 und,La Cesta,2024-12-06 13:49:36.673007,946.0,ml,yogurt bebible oquendo sabor natural,5.53
yogurt bebible oquendo sabor fresa bolsa,S/ 4.13 und,La Cesta,2024-12-06 13:49:36.673007,946.0,ml,yogurt bebible oquendo sabor fresa,4.13
yoleit yogurt maracumango deslactosado,S/ 7.9 und,La Cesta,2024-12-06 13:49:36.673007,1.0,kg,yoleit yogurt maracumango deslactosado,7.9
quark yogurt descremado  vainilla balde 500g,S/ 15.9 und,La Cesta,2024-12-06 13:49:36.673007,500.0,gr,quark yogurt descremado vainilla balde,15.9
yoleit yogurt deslactosado con berries griego,S/ 14.9 und,La Cesta,2024-12-06 13:49:36.673007,950.0,gr,yoleit yogurt deslactosado con berries griego,14.9
gloria yogurt actibio sabor pitahaya mango y arándano,S/ 7.5 und,La Cesta,2024-12-06 13:49:36.673007,950.0,ml,gloria yogurt actibio sabor pitahaya mango y arándano,7.5
yogurt con linaza gloria actibio sabor vainilla,S/ 7.5 und,La Cesta,2024-12-06 13:49:36.673007,950.0,gr,yogurt con linaza gloria actibio sabor vainilla,7.5
mezcla láctea bonlé familiar lata,S/ 3.09 und,La Cesta,2024-12-06 13:49:36.673007,390.0,gr,mezcla láctea bonlé familiar lata,3.09
yogurt gloria zero lacto fresa,S/ 1.95 und,La Cesta,2024-12-06 13:49:36.673007,180.0,gr,yogurt gloria zero lacto fresa,1.95
yogurt con linaza gloria actibio sabor fresa,S/ 7.9 und,La Cesta,2024-12-06 13:49:36.673007,950.0,gr,yogurt con linaza gloria actibio sabor fresa,7.9
vakimu yogurt griego mango con fresas,S/ 16.9 und,La Cesta,2024-12-06 13:49:36.673007,1.0,kg,vakimu yogurt griego mango con fresas,16.9
laive yogurt griego batido con trozos de fresa,S/ 9.9 und,La Cesta,2024-12-06 13:49:36.673007,500.0,gr,laive yogurt griego batido con trozos de fresa,9.9
gloria yogurt bebible fresa,S/ 2.0 und,La Cesta,2024-12-06 13:49:36.673007,180.0,gr,gloria yogurt bebible fresa,2.0
gloria yogurt parcialmente descremado sabor natural,S/ 6.9 und,La Cesta,2024-12-06 13:49:36.673007,1.0,kg,gloria yogurt parcialmente descremado sabor natural,6.9
yopi alimento lácteo fermentado sabor a fresa,S/ 0.89 und,La Cesta,2024-12-06 13:49:36.673007,80.0,gr,yopi alimento lácteo fermentado sabor a fresa,0.89
laive yogurt mix fresa chocolate,S/ 3.4 und,La Cesta,2024-12-06 13:49:36.673007,125.0,gr,laive yogurt mix fresa chocolate,3.4
laive mix yogur con bolas de chocolate,S/ 3.4 und,La Cesta,2024-12-06 13:49:36.673007,125.0,gr,laive mix yogurt con bolas de chocolate,3.4
gloria mezcla láctea bonlé con vitaminas ,S/ 3.79 und,La Cesta,2024-12-06 13:49:36.673007,800.0,ml,gloria mezcla láctea bonlé con vitaminas,3.79
gloria yogurt descremado slim edulcorado durazno 1 kg,S/ 7.5 und,La Cesta,2024-12-06 13:49:36.673007,1.0,kg,gloria yogurt descremado slim edulcorado durazno,7.5
tigo yogurt griego,S/ 6.5 und,La Cesta,2024-12-06 13:49:36.673007,160.0,gr,tigo yogurt griego,6.5
tigo yogurt griego light fresa,S/ 4.9 und,La Cesta,2024-12-06 13:49:36.673007,160.0,gr,tigo yogurt griego light fresa,4.9
tigo yogurt griego sabor natural sin azúcar,S/ 18.5 und,La Cesta,2024-12-06 13:49:36.673007,1.0,kg,tigo yogurt griego sabor natural sin azúcar,18.5
tigo yogurt griego fresas y granola,S/ 6.9 und,La Cesta,2024-12-06 13:49:36.673007,175.0,gr,tigo yogurt griego fresas y granola,6.9
la abuela yogurt griego frambuesa bajo en grasa,S/ 6.9 und,La Cesta,2024-12-06 13:49:36.673007,150.0,gr,la abuela yogurt griego frambuesa bajo en grasa,6.9
la abuela yogurt griego sabor a fresa,S/ 6.9 und,La Cesta,2024-12-06 13:49:36.673007,150.0,gr,la abuela yogurt griego sabor a fresa,6.9
la abuela yogurt griego vainilla francesa,S/ 6.9 und,La Cesta,2024-12-06 13:49:36.673007,150.0,gr,la abuela yogurt griego vainilla francesa,6.9
laive sbelt yogurt sabor durazno galonera,S/ 11.9 und,La Cesta,2024-12-06 13:49:36.673007,1.7,kg,laive sbelt yogurt sabor durazno galonera,11.9
la abuela yogurt griego natural bajo en grasa,S/ 6.9 und,La Cesta,2024-12-06 13:49:36.673007,150.0,gr,la abuela yogurt griego natural bajo en grasa,6.9
la abuela yogurt griego vainilla francesa bajo en grasa,S/ 6.9 und,La Cesta,2024-12-06 13:49:36.673007,150.0,gr,la abuela yogurt griego vainilla francesa bajo en grasa,6.9
laive yogurt vainilla francesa,S/ 2.99 und,La Cesta,2024-12-06 13:49:36.673007,340.0,gr,laive yogurt vainilla francesa,2.99
la abuela yogurt griego natural,S/ 6.9 und,La Cesta,2024-12-06 13:49:36.673007,150.0,gr,la abuela yogurt griego natural,6.9
yogurt piamonte natural botella 946 ml,S/ 7.6 und,La Cesta,2024-12-06 13:49:36.673007,946.0,ml,yogurt piamonte natural,7.6
tigo yogurt estilo griego natural,S/ 4.9 und,La Cesta,2024-12-06 13:49:36.673007,160.0,gr,tigo yogurt estilo griego natural,4.9
tigo yogurt griego con arándano y chía,S/ 18.5 und,La Cesta,2024-12-06 13:49:36.673007,1.0,kg,tigo yogurt griego con arándano y chía,18.5
la abuela yogurt griego frambuesa,S/ 6.9 und,La Cesta,2024-12-06 13:49:36.673007,150.0,gr,la abuela yogurt griego frambuesa,6.9
gloria yogurt bebible guanabana,S/ 10.9 und,La Cesta,2024-12-06 13:49:36.673007,1.7,kg,gloria yogurt bebible guanabana,10.9
piamonte yogurt sabor a fresa 340 ml,S/ 4.9 und,La Cesta,2024-12-06 13:49:36.673007,340.0,ml,piamonte yogurt sabor a fresa,4.9
gloria yogurt bebible durazno,S/ 10.9 und,La Cesta,2024-12-06 13:49:36.673007,1.7,kg,gloria yogurt bebible durazno,10.9
piamonte yogurt bebible sabor fresa,S/ 7.92 und,La Cesta,2024-12-06 13:49:36.673007,946.0,ml,piamonte yogurt bebible sabor fresa,7.92
vakimu yogurt descremado quark natural,S/ 14.9 und,La Cesta,2024-12-06 13:49:36.673007,500.0,gr,vakimu yogurt descremado quark natural,14.9
piamonte yogurt sabor café,S/ 6.44 und,La Cesta,2024-12-06 13:49:36.673007,946.0,ml,piamonte yogurt sabor café,6.44
piamonte yogurt natural sin azúcar,S/ 4.9 und,La Cesta,2024-12-06 13:49:36.673007,340.0,ml,piamonte yogurt natural sin azúcar,4.9
gloria yogurt parcialmente descremado sabor a fresa,S/ 11.9 und,La Cesta,2024-12-06 13:49:36.673007,1.7,kg,gloria yogurt parcialmente descremado sabor a fresa,11.9
gloria yogurt griego sabor a maracuyá,S/ 2.2 und,La Cesta,2024-12-06 13:49:36.673007,120.0,gr,gloria yogurt griego sabor a maracuyá,2.2
gloria yogurt griego batido sabor frutos rojos,S/ 2.2 und,La Cesta,2024-12-06 13:49:36.673007,120.0,gr,gloria yogurt griego batido sabor frutos rojos,2.2
gloria yogurt griego sabor mango,S/ 2.2 und,La Cesta,2024-12-06 13:49:36.673007,120.0,gr,gloria yogurt griego sabor mango,2.2
gloria yogurt griego sabor frutos rojos,S/ 11.9 und,La Cesta,2024-12-06 13:49:36.673007,950.0,gr,gloria yogurt griego sabor frutos rojos,11.9
laive yogurt bebible sabor guanabana,S/ 6.9 und,La Cesta,2024-12-06 13:49:36.673007,946.0,gr,laive yogurt bebible sabor guanabana,6.9
slim yogurt triple zero sabor a frutos rojos 180 g,S/ 2.4 und,La Cesta,2024-12-06 13:49:36.673007,180.0,gr,slim yogurt triple zero sabor a frutos rojos,2.4
laive sbelt yogurt bebible sabor natural,S/ 6.9 und,La Cesta,2024-12-06 13:49:36.673007,946.0,gr,laive sbelt yogurt bebible sabor natural,6.9
vakimu yogurt griego piña ,S/ 9.9 und,La Cesta,2024-12-06 13:49:36.673007,500.0,gr,vakimu yogurt griego piña,9.9
quark yogurt descremado vainilla balde 500 g,S/ 15.9 und,La Cesta,2024-12-06 13:49:36.673007,500.0,gr,quark yogurt descremado vainilla balde,15.9
vakimu yogurt bebible probiótico mora botella 350 g,S/ 4.83 und,La Cesta,2024-12-06 13:49:36.673007,350.0,gr,vakimu yogurt bebible probiótico mora,4.83
yogurt gloria zero lacto sabor vainilla,S/ 7.9 und,La Cesta,2024-12-06 13:49:36.673007,1.0,kg,yogurt gloria zero lacto sabor vainilla,7.9
vakimu yogurt bebible probiótico fresa botella 350 g,S/ 6.9 und,La Cesta,2024-12-06 13:49:36.673007,350.0,gr,vakimu yogurt bebible probiótico fresa,6.9
yoleit yogurt deslactosado griego mix pote,S/ 5.5 und,La Cesta,2024-12-06 13:49:36.673007,125.0,gr,yoleit yogurt deslactosado griego mix pote,5.5
yogurt deslactosado con berries yoleit griego mix pote,S/ 5.5 und,La Cesta,2024-12-06 13:49:36.673007,125.0,gr,yogurt deslactosado con berries yoleit griego mix pote,5.5
yogurt gloria zero lacto durazno,S/ 7.5 und,La Cesta,2024-12-06 13:49:36.673007,1.0,kg,yogurt gloria zero lacto durazno,7.5
yoleit yogurt deslactosado griego sabor natural pote,S/ 14.9 und,La Cesta,2024-12-06 13:49:36.673007,950.0,gr,yoleit yogurt deslactosado griego sabor natural pote,14.9
yogurt gloria zero lacto fresa,S/ 4.9 und,La Cesta,2024-12-06 13:49:36.673007,500.0,gr,yogurt gloria zero lacto fresa,4.9
yogurt gloria zero lacto sabor vainilla,S/ 1.95 und,La Cesta,2024-12-06 13:49:36.673007,180.0,gr,yogurt gloria zero lacto sabor vainilla,1.95
yogurt gloria zero lacto sabor vainilla,S/ 4.5 und,La Cesta,2024-12-06 13:49:36.673007,500.0,gr,yogurt gloria zero lacto sabor vainilla,4.5
kefir yogurt duman natural,S/ 15.22 und,La Cesta,2024-12-06 13:49:36.673007,500.0,gr,kefir yogurt duman natural,15.22
yogurt con linaza gloria actibio sabor fresa,S/ 11.9 und,La Cesta,2024-12-06 13:49:36.673007,1.7,kg,yogurt con linaza gloria actibio sabor fresa,11.9
gloria yogurt griego con miel y granola,S/ 4.9 und,La Cesta,2024-12-06 13:49:36.673007,115.0,gr,gloria yogurt griego con miel y granola,4.9
gloria yogurt slim descremado edulcorado fresa 1 kg,S/ 7.5 und,La Cesta,2024-12-06 13:49:36.673007,1.0,kg,gloria yogurt slim descremado edulcorado fresa,7.5
danlac yogurt frutado con fresa,S/ 10.81 und,La Cesta,2024-12-06 13:49:36.673007,900.0,ml,danlac yogurt frutado con fresa,10.81
vakimu yogurt griego con pulpa de arándano,S/ 16.9 und,La Cesta,2024-12-06 13:49:36.673007,1.0,kg,vakimu yogurt griego con pulpa de arándano,16.9
gloria yogurt battishake sabor a vainilla,S/ 3.9 und,La Cesta,2024-12-06 13:49:36.673007,120.0,gr,gloria yogurt battishake sabor a vainilla,3.9
